pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EU	RU	1	6450001	6500000	0.4484490398818316	34	12144	27080	5968
EU	RU	1	6500001	6550000	0.402466013278533	32	10184	25304	5800
EU	RU	1	6550001	6600000	0.4264894298526585	16	5326	12488	3064
EU	RU	1	6600001	6650000	0.4037894259133197	23	7118	17628	4728
EU	RU	1	6650001	6700000	0.4457737321196359	19	6856	15380	3088
EU	RU	1	6700001	6750000	0.4112438220757825	26	7988	19424	5848
EU	RU	1	6750001	6800000	0.481302125369922	17	7156	14868	1656
EU	RU	1	6800001	6850000	0.419069935111752	13	4650	11096	1540
EU	RU	1	6850001	6900000	0.4512317747611865	10	3590	7956	1764
EU	RU	1	6900001	6950000	0.4478184991273996	13	5132	11460	1176
EU	RU	1	6950001	7000000	0.4581031307550645	19	5970	13032	5436
EU	RU	1	7000001	7050000	0.3930817610062893	18	6000	15264	2232
EU	RU	1	7050001	7100000	0.4574186222558667	15	4834	10568	4012
EU	RU	1	7100001	7150000	0.4861174328629949	11	4272	8788	1904
EU	RU	1	7150001	7200000	0.497504159733777	8	3588	7212	564
EU	RU	1	7200001	7250000	0.4623611682435212	12	4496	9724	1940
EU	RU	1	7250001	7300000	0.4988789237668161	7	2670	5352	1452
EU	RU	1	7300001	7350000	0.5037037037037037	4	1904	3780	108
EU	RU	1	7350001	7400000	0.5034453057708872	5	2338	4644	216
EU	RU	1	7400001	7450000	0.4467821782178218	7	2166	4848	1956
EU	RU	1	7450001	7500000	0.4427083333333333	9	3570	8064	684
EU	RU	1	7500001	7550000	0.468811394891945	9	3818	8144	604
EU	RU	1	7550001	7600000	0.5173872180451128	6	2202	4256	1576
EU	RU	1	7600001	7650000	0.5035714285714286	6	2538	5040	792
EU	RU	1	7650001	7700000	0.4412416851441241	2	796	1804	140
EU	RU	1	7700001	7750000	0.5103174603174603	3	1286	2520	396
EU	RU	1	7750001	7800000	0.4996044303797468	6	2526	5056	776
EU	RU	1	7800001	7850000	0.4402985074626865	4	1062	2412	1476
EU	RU	1	7850001	7900000	0.3801742919389978	2	698	1836	108
EU	RU	1	7900001	7950000	0.5023148148148148	1	434	864	108
EU	RU	1	7950001	8000000	NA	0	NA	NA	NA
EU	RU	1	8000001	8050000	0.2418136020151133	2	384	1588	356
EU	RU	1	8050001	8100000	0.5	1	468	936	36
EU	RU	1	8100001	8150000	NA	0	NA	NA	NA
EU	RU	1	8150001	8200000	0.5	3	640	1280	1636
EU	RU	1	8200001	8250000	NA	0	NA	NA	NA
EU	RU	1	8250001	8300000	0.4191616766467065	3	1120	2672	244
EU	RU	1	8300001	8350000	0.4313725490196078	3	880	2040	876
EU	RU	1	8350001	8400000	0.3933566433566433	2	450	1144	800
EU	RU	1	8400001	8450000	0.3549382716049383	2	460	1296	648
EU	RU	1	8450001	8500000	0.3020050125313283	2	482	1596	348
EU	RU	1	8500001	8550000	0.3217592592592592	5	1390	4320	540
EU	RU	1	8550001	8600000	0.2382154882154882	3	566	2376	540
EU	RU	1	8600001	8650000	0.3388513513513513	8	2006	5920	1856
EU	RU	1	8650001	8700000	0.315712187958884	4	860	2724	1164
EU	RU	1	8700001	8750000	0.2724867724867725	2	412	1512	432
EU	RU	1	8750001	8800000	0.2910958904109589	6	1530	5256	576
EU	RU	1	8800001	8850000	0.3097893432465923	4	1000	3228	660
EU	RU	1	8850001	8900000	0.382147024504084	5	1310	3428	1432
EU	RU	1	8900001	8950000	0.2716436637390213	4	866	3188	700
EU	RU	1	8950001	9000000	0.3354700854700854	3	942	2808	108
EU	RU	1	9000001	9050000	0.446031746031746	4	1686	3780	108
EU	RU	1	9050001	9100000	0.3826388888888888	3	1102	2880	36
EU	RU	1	9100001	9150000	0.4896572104018912	9	3314	6768	1980
EU	RU	1	9150001	9200000	0.3680744777475023	11	3242	8808	1884
EU	RU	1	9200001	9250000	0.4663865546218487	10	3552	7616	2104
EU	RU	1	9250001	9300000	0.41005291005291	17	5580	13608	2916
EU	RU	1	9300001	9350000	0.4155259365994236	14	4614	11104	2504
EU	RU	1	9350001	9400000	0.3740692780835222	15	4622	12356	2224
EU	RU	1	9400001	9450000	0.4249907166728555	14	4578	10772	2836
EU	RU	1	9450001	9500000	0.4488188976377952	20	7524	16764	2676
EU	RU	1	9500001	9550000	0.4066043083900226	19	5738	14112	4356
EU	RU	1	9550001	9600000	0.4390522875816993	16	5374	12240	3312
EU	RU	1	9600001	9650000	0.4203649470601487	22	7464	17756	3628
EU	RU	1	9650001	9700000	0.4035369774919614	21	7530	18660	1752
EU	RU	1	9700001	9750000	0.3909988606152677	12	4118	10532	1132
EU	RU	1	9750001	9800000	0.4095569742696847	27	8468	20676	5568
EU	RU	1	9800001	9850000	0.4086456558773424	23	7676	18784	3572
EU	RU	1	9850001	9900000	0.4321875832667199	20	6488	15012	4428
EU	RU	1	9900001	9950000	0.4492329149232915	21	6442	14340	6072
EU	RU	1	9950001	10000000	0.4005610972568578	23	7710	19248	3108
EU	RU	1	10000001	10050000	0.4355696202531645	20	6882	15800	3640
EU	RU	1	10050001	10100000	0.5058103975535169	8	3308	6540	1236
EU	RU	1	10100001	10150000	0.4427609427609427	11	3682	8316	2376
EU	RU	1	10150001	10200000	0.4091122592766557	12	3484	8516	3148
EU	RU	1	10200001	10250000	0.4300647088103534	13	3456	8036	4600
EU	RU	1	10250001	10300000	0.3996567505720824	22	6986	17480	3904
EU	RU	1	10300001	10350000	0.4275112642459581	20	6452	15092	4348
EU	RU	1	10350001	10400000	0.4058750194795075	31	10418	25668	4464
EU	RU	1	10400001	10450000	0.4159557297671201	21	7216	17348	3064
EU	RU	1	10450001	10500000	0.4595826337251139	20	7664	16676	2764
EU	RU	1	10500001	10550000	0.4421385066546356	23	7840	17732	4624
EU	RU	1	10550001	10600000	0.418262971917426	26	8996	21508	3764
EU	RU	1	10600001	10650000	0.4508487458829491	18	7118	15788	1708
EU	RU	1	10650001	10700000	0.4112380627557981	30	9646	23456	5704
EU	RU	1	10700001	10750000	0.4594563986409966	21	8114	17660	2752
EU	RU	1	10750001	10800000	0.4241252302025782	14	4606	10860	2748
EU	RU	1	10800001	10850000	0.4126984126984127	17	5616	13608	2916
EU	RU	1	10850001	10900000	0.4748483316481294	19	7514	15824	2644
EU	RU	1	10900001	10950000	0.4059270813023981	25	8328	20516	3784
EU	RU	1	10950001	11000000	0.4049721635630639	26	8438	20836	4436
EU	RU	1	11000001	11050000	0.4113822992700729	22	7214	17536	3848
EU	RU	1	11050001	11100000	0.4404591104734576	36	12280	27880	7112
EU	RU	1	11100001	11150000	0.4124764299182903	15	5250	12728	1852
EU	RU	1	11150001	11200000	0.4078879532565733	28	9494	23276	3940
EU	RU	1	11200001	11250000	0.3605712254088646	41	12170	33752	6100
EU	RU	1	11250001	11300000	0.3894104971525319	33	10120	25988	6088
EU	RU	1	11300001	11350000	0.4076275383853392	49	16460	40380	7248
EU	RU	1	11350001	11400000	0.4155617585484996	29	9528	22928	5260
EU	RU	1	11400001	11450000	0.4439733073821771	35	12774	28772	5248
EU	RU	1	11450001	11500000	0.3687569884457696	49	15830	42928	4700
EU	RU	1	11500001	11550000	0.4053607628200315	63	21596	53276	7960
EU	RU	1	11550001	11600000	0.3979076479076479	63	22060	55440	5796
EU	RU	1	11600001	11650000	0.4153474362566545	73	23718	57104	13852
EU	RU	1	11650001	11700000	0.4364069179945589	50	17966	41168	7432
EU	RU	1	11700001	11750000	0.3623681006493506	48	14286	39424	7232
EU	RU	1	11750001	11800000	0.4138200625451046	45	13762	33256	10484
EU	RU	1	11800001	11850000	0.3925035360678925	30	9990	25452	3708
EU	RU	1	11850001	11900000	0.4022491349480969	24	8370	20808	2520
EU	RU	1	11900001	11950000	0.3989262853603139	48	15456	38744	7912
EU	RU	1	11950001	12000000	0.4176470588235294	29	9514	22780	5408
EU	RU	1	12000001	12050000	0.3610321700579743	45	12704	35188	8552
EU	RU	1	12050001	12100000	0.4261273734177215	25	8618	20224	4076
EU	RU	1	12100001	12150000	0.3505168478990468	36	10444	29796	5196
EU	RU	1	12150001	12200000	0.3554945941584638	33	8812	24788	7288
EU	RU	1	12200001	12250000	0.4092441697105928	51	17478	42708	6864
EU	RU	1	12250001	12300000	0.3543537924151697	40	11362	32064	6816
EU	RU	1	12300001	12350000	0.3861279593034631	49	15788	40888	6740
EU	RU	1	12350001	12400000	0.4203885795521858	43	14194	33764	8032
EU	RU	1	12400001	12450000	0.3729488982653539	59	19092	51192	6156
EU	RU	1	12450001	12500000	0.3895237078171721	46	14590	37456	7256
EU	RU	1	12500001	12550000	0.4020975408142178	48	15566	38712	7944
EU	RU	1	12550001	12600000	0.393009069748776	59	19586	49836	7512
EU	RU	1	12600001	12650000	0.3844055584148224	45	14938	38860	4880
EU	RU	1	12650001	12700000	0.4026789635485288	54	18338	45540	6948
EU	RU	1	12700001	12750000	0.3985773734636601	51	16474	41332	8240
EU	RU	1	12750001	12800000	0.4449321628092578	41	15610	35084	4768
EU	RU	1	12800001	12850000	0.3567236920628605	49	14346	40216	7412
EU	RU	1	12850001	12900000	0.4126171641294954	69	24828	60172	6896
EU	RU	1	12900001	12950000	0.3870725425668908	67	21642	55912	9212
EU	RU	1	12950001	13000000	0.4474371019939451	45	17144	38316	5424
EU	RU	1	13000001	13050000	0.4082616822429906	67	21842	53500	11624
EU	RU	1	13050001	13100000	0.4032595798143366	67	23110	57308	7816
EU	RU	1	13100001	13150000	0.3847297440798556	47	14492	37668	8016
EU	RU	1	13150001	13200000	0.3987100103199174	46	15454	38760	5952
EU	RU	1	13200001	13250000	0.3830268079800499	62	19660	51328	8936
EU	RU	1	13250001	13300000	0.4039528432732316	48	16310	40376	6280
EU	RU	1	13300001	13350000	0.4155094183968101	69	24176	58184	8884
EU	RU	1	13350001	13400000	0.4111235326998323	51	17652	42936	6636
EU	RU	1	13400001	13450000	0.4053864987757957	43	13908	34308	7488
EU	RU	1	13450001	13500000	0.3725198412698413	27	7510	20160	6084
EU	RU	1	13500001	13550000	0.4114250360899154	24	7980	19396	3932
EU	RU	1	13550001	13600000	0.431657223796034	43	14628	33888	7908
EU	RU	1	13600001	13650000	0.4387706098927485	29	10964	24988	3200
EU	RU	1	13650001	13700000	0.4319334836527621	35	12260	28384	5636
EU	RU	1	13700001	13750000	0.3743447730194837	49	15140	40444	7184
EU	RU	1	13750001	13800000	0.4112789307834402	42	15140	36812	4012
EU	RU	1	13800001	13850000	0.3915801157535876	61	19756	50452	8840
EU	RU	1	13850001	13900000	0.427231708396001	55	19316	45212	8248
EU	RU	1	13900001	13950000	0.395558508114264	55	16672	42148	11312
EU	RU	1	13950001	14000000	0.4048182086905114	48	16434	40596	6060
EU	RU	1	14000001	14050000	0.385886192127269	47	15136	39224	6460
EU	RU	1	14050001	14100000	0.3868854768277222	65	21972	56792	6388
EU	RU	1	14100001	14150000	0.3866608161474331	57	17624	45580	9824
EU	RU	1	14150001	14200000	0.3766006984866123	54	16822	44668	7820
EU	RU	1	14200001	14250000	0.3834576083954709	53	16662	43452	8064
EU	RU	1	14250001	14300000	0.3968609865470852	46	14160	35680	9032
EU	RU	1	14300001	14350000	0.3859819394041691	58	18294	47396	8980
EU	RU	1	14350001	14400000	0.3805105287077715	63	20094	52808	8428
EU	RU	1	14400001	14450000	0.423921924648207	54	18678	44060	8428
EU	RU	1	14450001	14500000	0.3969699970294088	50	16036	40396	8204
EU	RU	1	14500001	14550000	0.4148912561029738	42	14956	36048	4776
EU	RU	1	14550001	14600000	0.4036675053222373	51	16686	41336	8236
EU	RU	1	14600001	14650000	0.3999770238186413	63	20890	52228	9008
EU	RU	1	14650001	14700000	0.3939099586113692	54	18654	47356	5132
EU	RU	1	14700001	14750000	0.4045602893181618	56	18346	45348	9084
EU	RU	1	14750001	14800000	0.3900315143473213	61	18812	48232	11060
EU	RU	1	14800001	14850000	0.3556077904633982	66	19062	53604	10548
EU	RU	1	14850001	14900000	0.3960660843659015	75	23398	59076	13824
EU	RU	1	14900001	14950000	0.4268327469810782	52	17956	42068	8476
EU	RU	1	14950001	15000000	0.4024247285291214	79	26090	64832	11956
EU	RU	1	15000001	15050000	0.4092989641050349	61	20388	49812	9480
EU	RU	1	15050001	15100000	0.3826692854470632	53	16366	42768	8748
EU	RU	1	15100001	15150000	0.3776779543883897	49	15302	40516	7112
EU	RU	1	15150001	15200000	0.4155707300623841	57	19718	47448	7956
EU	RU	1	15200001	15250000	0.4175492341356674	56	19082	45700	8732
EU	RU	1	15250001	15300000	0.4281759613448762	48	17014	39736	6920
EU	RU	1	15300001	15350000	0.3886853886853887	59	19100	49140	8208
EU	RU	1	15350001	15400000	0.4199683042789223	76	26500	63100	10772
EU	RU	1	15400001	15450000	0.4301171493654409	58	21148	49168	7208
EU	RU	1	15450001	15500000	0.4556207136467547	50	18336	40244	8356
EU	RU	1	15500001	15550000	0.4260249554367201	56	20076	47124	7308
EU	RU	1	15550001	15600000	0.4411387983232417	39	15154	34352	3556
EU	RU	1	15600001	15650000	0.413037498853947	54	18020	43628	8860
EU	RU	1	15650001	15700000	0.4361770825859223	72	24316	55748	14236
EU	RU	1	15700001	15750000	0.3867087935429057	89	29130	75328	11180
EU	RU	1	15750001	15800000	0.4036175333673693	66	22136	54844	9308
EU	RU	1	15800001	15850000	0.4010372625288911	89	28456	70956	15552
EU	RU	1	15850001	15900000	0.4369211233940842	68	23398	53552	12544
EU	RU	1	15900001	15950000	0.4364811133200795	47	17564	40240	5444
EU	RU	1	15950001	16000000	0.422602908553118	20	6858	16228	3212
EU	RU	1	16000001	16050000	0.4179242078703479	99	34452	82436	13792
EU	RU	1	16050001	16100000	0.4164688326663501	70	24560	58972	9068
EU	RU	1	16100001	16150000	0.409329733279819	131	44874	109628	17704
EU	RU	1	16150001	16200000	0.4191632477817002	103	35146	83848	16268
EU	RU	1	16200001	16250000	0.4016937770482017	64	21534	53608	8600
EU	RU	1	16250001	16300000	0.4159640102827763	92	32362	77800	11624
EU	RU	1	16300001	16350000	0.4054177179702831	72	23138	57072	12912
EU	RU	1	16350001	16400000	0.4287141905396402	60	20592	48032	10288
EU	RU	1	16400001	16450000	0.4169195751138088	50	17584	42176	6424
EU	RU	1	16450001	16500000	0.3986516686531585	64	21406	53696	8512
EU	RU	1	16500001	16550000	0.4085479161136182	90	30780	75340	12140
EU	RU	1	16550001	16600000	0.3734628106182682	114	35228	94328	16480
EU	RU	1	16600001	16650000	0.4116595386664797	73	23486	57052	13904
EU	RU	1	16650001	16700000	0.4042821835375026	104	30098	74448	26640
EU	RU	1	16700001	16750000	0.3887755102040816	70	21336	54880	13160
EU	RU	1	16750001	16800000	0.4254518627812615	69	23068	54220	12848
EU	RU	1	16800001	16850000	0.4011889749594667	56	17816	44408	10024
EU	RU	1	16850001	16900000	0.3945548543037465	75	23506	59576	13324
EU	RU	1	16900001	16950000	0.406702025072324	60	20244	49776	8544
EU	RU	1	16950001	17000000	0.3541960654104756	58	17068	48188	8188
EU	RU	1	17000001	17050000	0.3873824252182018	56	18286	47204	7228
EU	RU	1	17050001	17100000	0.4133012984357427	50	16170	39124	9476
EU	RU	1	17100001	17150000	0.4317616723455198	56	18754	43436	10996
EU	RU	1	17150001	17200000	0.4150021869077125	66	22772	54872	9280
EU	RU	1	17200001	17250000	0.4145481351609818	127	41614	100384	23060
EU	RU	1	17250001	17300000	0.4252966278101582	88	32690	76864	8672
EU	RU	1	17300001	17350000	0.4207079646017699	68	23770	56500	9596
EU	RU	1	17350001	17400000	0.4148588273225554	101	36028	86844	11328
EU	RU	1	17400001	17450000	0.4135037376416687	99	34296	82940	13288
EU	RU	1	17450001	17500000	0.3989864688365289	88	30548	76564	8972
EU	RU	1	17500001	17550000	0.4150334665575191	96	34476	83068	10244
EU	RU	1	17550001	17600000	0.3968534307754771	121	39098	98520	19092
EU	RU	1	17600001	17650000	0.3962293480191863	109	35686	90064	15884
EU	RU	1	17650001	17700000	0.41961679989849	39	13228	31524	6384
EU	RU	1	17700001	17750000	0.4240969195538154	65	22964	54148	9032
EU	RU	1	17750001	17800000	0.4139127144298688	80	26252	63424	14336
EU	RU	1	17800001	17850000	0.4037724647849317	91	29926	74116	14336
EU	RU	1	17850001	17900000	0.4123013173356423	78	26666	64676	11140
EU	RU	1	17900001	17950000	0.4178831088316519	87	29658	70972	13592
EU	RU	1	17950001	18000000	0.3993055555555556	70	23690	59328	8712
EU	RU	1	18000001	18050000	0.4210734017363852	19	6402	15204	3264
EU	RU	1	18050001	18100000	0.4243912337662338	60	20914	49280	9040
EU	RU	1	18100001	18150000	0.4087627174269773	60	19928	48752	9568
EU	RU	1	18150001	18200000	0.4235157405451088	46	16036	37864	6848
EU	RU	1	18200001	18250000	0.3973773159739609	77	25394	63904	10940
EU	RU	1	18250001	18300000	0.4347977415113311	61	22486	51716	7576
EU	RU	1	18300001	18350000	0.4328469573868347	58	20884	48248	8128
EU	RU	1	18350001	18400000	0.4085004619816294	89	30064	73596	12912
EU	RU	1	18400001	18450000	0.4315535652772993	70	25056	58060	9980
EU	RU	1	18450001	18500000	0.4004251568413957	89	30892	77148	9360
EU	RU	1	18500001	18550000	0.3929413263680958	75	24672	62788	10112
EU	RU	1	18550001	18600000	0.3998231740262292	100	32560	81436	15764
EU	RU	1	18600001	18650000	0.4251516006205049	72	24118	56728	13256
EU	RU	1	18650001	18700000	0.4047080875461712	87	29364	72556	12008
EU	RU	1	18700001	18750000	0.426853782013103	65	22934	53728	9452
EU	RU	1	18750001	18800000	0.4066847335140018	79	27012	66420	10368
EU	RU	1	18800001	18850000	0.4080331237911025	80	27002	66176	11584
EU	RU	1	18850001	18900000	0.3695335685088751	85	26398	71436	11184
EU	RU	1	18900001	18950000	0.422376409366869	77	27272	64568	10276
EU	RU	1	18950001	19000000	0.4214737125184886	71	25076	59496	9516
EU	RU	1	19000001	19050000	0.4033744557329463	68	22234	55120	10976
EU	RU	1	19050001	19100000	0.4060576512889268	79	26652	65636	11152
EU	RU	1	19100001	19150000	0.4064048021446471	83	27894	68636	12040
EU	RU	1	19150001	19200000	0.4009407185143135	57	19776	49324	6080
EU	RU	1	19200001	19250000	0.4271343822543204	37	13248	31016	4948
EU	RU	1	19250001	19300000	0.3999198124845793	78	25934	64848	10968
EU	RU	1	19300001	19350000	0.389151750085509	84	27306	70168	11480
EU	RU	1	19350001	19400000	0.4128805778707892	71	24464	59252	9760
EU	RU	1	19400001	19450000	0.4067835599631939	93	31830	78248	12148
EU	RU	1	19450001	19500000	0.3929172459208312	65	21480	54668	8512
